anquancaozuo 安全操作
shuxuexingtaixue 数学形态学
shuzhijingdu 数值精度
shuzhishuju 数值数据
shuzhi 数制
shuzi 数字
shuzibianma 数字编码
shuzicijilu 数字磁记录
shuzidiqiu 数字地球
shuzidianlu 数字电路
shuziduan 数字段
shuziduixiang 数字对象
shuzihua 数字化
shuzihuayi 数字化仪
shuzijisuanji 数字计算机
shuzimoni 数字模拟
shuzipeixianjia 数字配线架
shuziqianming 数字签名
shuzishuchu 数字输出
shuzishuru 数字输入
shuzishujuwang 数字数据网
shuzishuiyin 数字水印
shuzitushuguan 数字图书馆
shuzituxiang 数字图像
shuziyingdie 数字影碟
shuzizhaoxiangji 数字照相机
shuzizhengfu 数字政府
shuzizifu 数字字符
shuzizifuji 数字字符集
shuzu 数组
shuzuchuliqi 数组处理器
shuaxin 刷新
shuaxinceshi 刷新测试
shuaxindianlu 刷新电路
shuaxinzhouqi 刷新周期
shuaibianshixiao 衰变失效
shuaijian 衰减
shuaijianshijian 衰减时间
shuailaoshixiao 衰老失效
shuangbianwangluo 双边网络
shuangchuliqi 双处理器
shuangfenzhi 双分支
shuangfenbianma 双份编码
shuanggongchuanshu 双工传输
shuangjixietong 双机协同
shuangjicunchuqi 双极存储器
shuangjiaoxian 双绞线
shuangjingdu 双精度
shuangliantongdu 双连通度
shuangliantongfenzhi 双连通分支
shuangliantongxing 双连通性
shuangliezhichafengzhuang 双列直插封装
shuangliezhichashi 双列直插式
shuangluma 双路码
shuangmianyinzhiban 双面印制板
shuangmorongyu 双模冗余
shuangmuchengxiang 双目成像
shuangpin 双拼
shuangshujusulv 双数据速率
shuangweibianma 双位编码
shuangxianxingneicha 双线性内插
shuangxianxingqumian 双线性曲面
shuangxianxingxitong 双线性系统
shuangxiangchuanshu 双向传输
shuangxiangdayin 双向打印
shuangxianglianbiao 双向链表
shuangxiangsousuo 双向搜索
shuangxiangtongxin 双向通信
shuangxiangtuili 双向推理
shuangxiangwuqiongdai 双向无穷带
shuangxiangzongxian 双向总线
shuangxiaosanyan 双校三验
shuangyuduiqi 双语对齐
shuangzhanji 双栈机
shuangzhanxitong 双栈系统
shuangzhongkouling 双重口令
shuipingchuli 水平处理
shuipingfenpian 水平分片
shunchuan 顺串
shunxucaozuo 顺序操作
shunxuchengxusheji 顺序程序设计
shunxuchuli 顺序处理
shunxucunchu 顺序存储
shunxucunqu 顺序存取
shunxudiaodu 顺序调度
shunxudiaoyong 顺序调用
shunxufasheng 顺序发生
shunxuhao 顺序号
shunxujiadian 顺序加电
shunxujincheng 顺序进程
shunxujubuxing 顺序局部性
shunxukongzhi 顺序控制
shunxupichuli 顺序批处理
shunxusousuo 顺序搜索
shunxusuoyin 顺序索引
shunxutu 顺序图
shunxutuiliji 顺序推理机
shunxuwenjian 顺序文件
shunshibianqian 瞬时变迁
shunshicuowu 瞬时错误
shunshiguzhang 瞬时故障
shunshimaoxian 瞬时冒险
shunshimiaoshu 瞬时描述
shuntaifenxi 瞬态分析
shuntaiwucha 瞬态误差
siyao 私钥
siyong 私用
siweikexue 思维科学
sitanfudaxue 斯坦福大学
sibianqian 死变迁
sibiaoshi 死标识
sisuo 死锁
sisuobimian 死锁避免
sisuohuifu 死锁恢复
sisuojiance 死锁检测
sisuoxiaochu 死锁消除
sisuoyufang 死锁预防
sichashu 四叉树
simianbianpingfengzhuang 四面扁平封装
siyuanzu 四元组
cifu 伺服
cifudianji 伺服电机
cifuqi 伺服器
siranbi 似然比
siranfangcheng 似然方程
sizhentuili 似真推理
sizhenxingpaixu 似真性排序
songchifa 松弛法
songchisuanfa 松弛算法
songsanyizhixing 松散一致性
songti 宋体
sougou 搜狗
sousuo 搜索
sousuobiao 搜索表
sousuoboyishu 搜索博弈树
sousuocelve 搜索策略
sousuoguize 搜索规则
sousuoji 搜索机
sousuokongjian 搜索空间
sousuoqiujie 搜索求解
sousuoshu 搜索树
sousuosuanfa 搜索算法
sousuotu 搜索图
sousuozhouqi 搜索周期
suduchuanganqi 速度传感器
sulv 速率
sulvkongzhi 速率控制
suzhuxitong 宿主系统
suanfa 算法
suanfabaomi 算法保密
suanfafenxi 算法分析
suanfalei 算法类
suanfayuyan 算法语言
suanfazhengquexing 算法正确性
suanshupingjun 算术平均
suanshushangyi 算术上溢
suanshuxiayi 算术下溢
suanshuyiwei 算术移位
suanshuyunsuan 算术运算
suidongkongzhi 随动控制
suijibianhua 随机变化
suijiceshi 随机测试
suijichazhao 随机查找
suijichacuo 随机差错
suijichuli 随机处理
suijicunchuqi 随机存储器
suijicunqu 随机存取
suijidiaodu 随机调度
suijiguzhang 随机故障
suijiguiyue 随机归约
suijikaiguan 随机开关
suijisaomiao 随机扫描
suijishixiao 随机失效
suijishu 随机数
suijishuxulie 随机数序列
suijiwenjian 随机文件
suijiyetihuan 随机页替换
suijizaosheng 随机噪声
suijiziguiyue 随机自归约
suishenjisuan 随身计算
suipian 碎片
suidaoerjiguan 隧道二极管
sunhuai 损坏
sunshi 损失
suojin 缩进
suoweijiaojuan 缩微胶卷
suoweijiaopian 缩微胶片
suoweipingpian 缩微平片
suoxiao 缩小
suoxiechouqu 缩写抽取
suozhihujiao 缩址呼叫
suojianjisuode 所见即所得
suoyin 索引
suoyinbiaozhi 索引标志
suoyinkong 索引孔
suoyintuxiang 索引图像
suobu 锁步
suobucaozuo 锁步操作
suocunqi 锁存器
suoding 锁定
suoguijie 锁归结
suoxiangrongxing 锁相容性
suoyanyi 锁演绎
tabuceshi 踏步测试
taishijisuanji 台式计算机
tance 探测
tancegongju 探测工具
tancha 探查
tantou 探头
tanxun 探询
tanmosedai 碳膜色带
tang 趟
taocimokuai 陶瓷模块
taojian 套件
taojuqudongqi 套具驱动器
tedaxingji 特大型机
tequan 特权
tequanfangshi 特权方式
tequanmingling 特权命令
tequanzhiling 特权指令
teshuwanglun 特殊网论
teshuzifu 特殊字符
texingzukang 特性阻抗
texu 特许
texuzhuangtai 特许状态
tezheng 特征
tezhengbianma 特征编码
tezhengfangcheng 特征方程
tezhengfenxi 特征分析
tezhenghanshu 特征函数
tezhengjicheng 特征集成
tezhengjiance 特征检测
tezhengjiaohu 特征交互
tezhengkongjian 特征空间
tezhenglunkuo 特征轮廓
tezhengmoxing 特征模型
tezhengshengcheng 特征生成
tezhengshibie 特征识别
tezhengtiqu 特征提取
tezhengxuanze 特征选择
tigetu 梯格图
tixingtu 梯形图
tijiao 提交
tijiaodanyuan 提交单元
tijiaozhuangtai 提交状态
tiqu 提取
tiqucelve 提取策略
tishi 提示
tihuizhi 体绘制
tijuzhen 体矩阵
tikeshihua 体可视化
timoxing 体模型
tiwenti 体问题
tixijiegou 体系结构
tiyuan 体元
tidaigongji 替代攻击
tidaimima 替代密码
tidaixuanze 替代选择
tihuan 替换
tihuancelve 替换策略
tihuansuanfa 替换算法
tianjindaxue 天津大学
tianjindaxuechubanshe 天津大学出版社
tianjindaxueruanjianxueyuan 天津大学软件学院
tianchong 填充
tianchongqu 填充区
tiaojian 条件
tiaojianchongtu 条件冲突
tiaojianduandian 条件断点
tiaojianlinjieduan 条件临界段
tiaojianluoji 条件逻辑
tiaojianshi 条件式
tiaojiantongbu 条件同步
tiaoma 条码
tiaomasaomiaoqi 条码扫描器
tiaomayueduqi 条码阅读器
tiaoxingtu 条形图
tiaobuceshi 跳步测试
tieyangcidai 铁氧磁带
tieyangtibomo 铁氧体薄膜
tieyangticitou 铁氧体磁头
tingda 听打
tingji 停机
tingjiwenti 停机问题
tingyongye 停用页
tingzhixinhao 停止信号
tongdao 通道
tongdaojiekou 通道接口
tongdaokongzhiqi 通道控制器
tongdaomingling 通道命令
tongdaominglingzi 通道命令字
tongdaoshipeiqi 通道适配器
tongguoliang 通过量
tongguoyanchi 通过延迟
tongkong 通孔
tonglu 通路
tongluminhua 通路敏化
tongpeifu 通配符
tongxin 通信
tongxinanquan 通信安全
tongxinchuliji 通信处理机
tongxinguzhang 通信故障
tongxinjiekou 通信接口
tongxinkongzhiqi 通信控制器
tongxinliangfenxi 通信量分析
tongxinliangtianchong 通信量填充
tongxinmoxing 通信模型
tongxinqingbao 通信情报
tongxinruanjian 通信软件
tongxinshipeiqi 通信适配器
tongxinxieyi 通信协议
tongxinxing 通信性
tongxinziwang 通信子网
tongyongchuanxingzongxian 通用串行总线
tongyongci 通用词
tongyongciyu 通用词语
tongyongjisuanji 通用计算机
tongyongjicunqi 通用寄存器
tongyongjianpan 通用键盘
tongyongtulingji 通用图灵机
tongyongwanglun 通用网论
tongzhi 通知
tongbu 同步
tongbucaozuo 同步操作
tongbuchuanshu 同步传输
tongbujuli 同步距离
tongbukongzhi 同步控制
tongbushuaxin 同步刷新
tongbusuanfa 同步算法
tongbutongxin 同步通信
tongbuxulie 同步序列
tongbuyuanyu 同步原语
tongbuzongxian 同步总线
tonggou 同构
tonggouxingxitong 同构型系统
tongjidaxue 同济大学
tongjidaxuechubanshe 同济大学出版社
tongjidaxueruanjianxueyuan 同济大学软件学院
tongshixing 同时性
tongtai 同态
tongxingci 同形词
tongxingyiyici 同形异义词
tongzhoudianlan 同轴电缆
tongjibitelv 统计比特率
tongjibianma 统计编码
tongjijiashe 统计假设
tongjilingzhishi 统计零知识
tongjimoxing 统计模型
tongjishujuku 统计数据库
tongjituili 统计推理
tongjiyuyanxue 统计语言学
tongjizhongcai 统计仲裁
tongyiguochengmoxing 统一过程模型
tongyijianmoyuyan 统一建模语言
tongyiziyuandingweidizhi 统一资源定位地址
tongyiziyuandingweifu 统一资源定位符
tongliansuanfa 桶链算法
tongpaixu 桶排序
tongxingshizhen 桶形失真
touduan 头端
toupanzuhejian 头盘组合件
toudi 投递
toudizhengshi 投递证实
touying 投影
touyingbianhuan 投影变换
touyingpingmian 投影平面
touyingzhongxin 投影中心
toulu 透录
touming 透明
toumingchuansong 透明传送
toumingdu 透明度
toumingqiaojie 透明桥接
toumingshuaxin 透明刷新
toumingwangguan 透明网关
toushibianhuan 透视变换
toushitouying 透视投影
tuaoxing 凸凹性
tubao 凸包
tubaobijin 凸包逼近
tuduobianxing 凸多边形
tufenjie 凸分解
tuti 凸体
tubiao 图标
tubiaoyufa 图表语法
tudebianli 图的遍历
tudezhese 图的着色
tuduan 图段
tufu 图符
tuguiyueji 图归约机
tulichaxun 图例查询
tulingji 图灵机
tushihuagongju 图示化工具
tusousuo 图搜索
tutonggou 图同构
tuwendianshi 图文电视
tuxiang 图像
tuxiangbizhen 图像逼真
tuxiangbianma 图像编码
tuxiangbianhuan 图像变换
tuxiangchuli 图像处理
tuxiangfenge 图像分割
tuxiangfenlei 图像分类
tuxiangfuyuan 图像复原
tuxianghanshu 图像函数
tuxiangjihexue 图像几何学
tuxiangjiansuo 图像检索
tuxiangkongjian 图像空间
tuxianglijie 图像理解
tuxiangpipei 图像匹配
tuxiangpinjie 图像拼接
tuxiangpinghua 图像平滑
tuxiangpingmian 图像平面
tuxiangquzao 图像去噪
tuxiangshibie 图像识别
tuxiangshujuku 图像数据库
tuxiangxulie 图像序列
tuxiangyasuo 图像压缩
tuxiangyuan 图像元
tuxiangzengqiang 图像增强
tuxiangzhiliang 图像质量
tuxiangzhongjian 图像重建
tuxing 图形
tuxingbao 图形包
tuxingbaozhen 图形保真
tuxingchuli 图形处理
tuxingdayinji 图形打印机
tuxingfuhao 图形符号
tuxinggongzuozhan 图形工作站
tuxingjiegou 图形结构
tuxingku 图形库
tuxingshebei 图形设备
tuxingshizhen 图形失真
tuxingshibie 图形识别
tuxingshipeiqi 图形适配器
tuxingshuruban 图形输入板
tuxingshujuku 图形数据库
tuxingxitong 图形系统
tuxingxue 图形学
tuxingyonghujiekou 图形用户接口
tuxingyonghujiemian 图形用户界面
tuxingyuyan 图形语言
tuxingzifu 图形字符
tuyufa 图语法
tuyuan 图元
tuyuanshuxing 图元属性
tuchu 突触
tufachuanshu 突发传输
tufazaosheng 突发噪声
turanshixiao 突然失效
tufucipan 涂覆磁盘
tuanji 团集
tuankuaililun 团块理论
tuichi 推迟
tuidaoshu 推导树
tuili 推理
tuilibu 推理步
tuilicelve 推理策略
tuilicengci 推理层次
tuilichengxu 推理程序
tuilifangfa 推理方法
tuiliguize 推理规则
tuiliguocheng 推理过程
tuiliji 推理机
tuilijiedian 推理结点
tuililian 推理链
tuilimoxing 推理模型
tuiliwangluo 推理网络
tuilixitong 推理系统
tuiliziju 推理子句
tuichu 退出
tuichupeizhi 退出配置
tuihuashixiao 退化失效
tuiyi 退役
tuiyijieduan 退役阶段
tuizhan 退栈
tuntuliang 吞吐量
tuntunengli 吞吐能力
tuojia 托架
tuodong 拖动
tuofang 拖放
tuoji 脱机
tuojiceshi 脱机测试
tuojichuli 脱机处理
tuojicunchuqi 脱机存储器
tuojishebei 脱机设备
tuopujiansuo 拓扑检索
tuopushuxing 拓扑属性
waibushebei 外部设备
waibuweixie 外部威胁
waibuyebiao 外部页表
waicaijian 外裁剪
waicunchuqi 外存储器
waihuan 外环
waike 外壳
waikejiaoben 外壳脚本
waikejincheng 外壳进程
waikemingling 外壳命令
waiketishifu 外壳提示符
waikeyuyan 外壳语言
wailianwang 外连网
wailianjie 外联结
wailianwang 外联网
wailuchangdu 外路长度
waimoshi 外模式
waipaixu 外排序
wairezu 外热阻
waishe 外设
waiweichuliji 外围处理机
waiweijisuanji 外围计算机
waiweishebei 外围设备
waixiangsu 外像素
waiyan 外延
waiyangongli 外延公理
waiyanshujuku 外延数据库
waiyanwang 外延网
wanbeihua 完备化
wanmeilingzhishi 完美零知识
wanquanbaomi 完全保密
wanquanerchashu 完全二叉树
wanquanhuifu 完全恢复
wanquanji 完全集
wanquantu 完全图
wanquanwenti 完全问题
wanquanxing 完全性
wanquanzhengquexing 完全正确性
wanquanzijianyan 完全自检验
wanzhengxing 完整性
wanzhengxingjiancha 完整性检查
wanzhengxingjianyan 完整性检验
wanzhengxingkongzhi 完整性控制
wanzhengxingyueshu 完整性约束
wanbangding 晚绑定
wanwei 万维
wanweiwang 万维网
wanweiwangguangbo 万维网广播
wanweiwangzhan 万维网站
wanweizhandian 万维站点
wangbianhuan 网变换
wangbiaoshima 网标识码
wangcengci 网层次
wangchong 网虫
wangdun 网盾
wangge 网格
wanggehua 网格化
wanggequmian 网格曲面
wanggeshengcheng 网格生成
wangguan 网关
wangguandaowangguanxieyi 网关到网关协议
wanghecheng 网合成
wanghuajian 网化简
wangji 网际
wangjihulian 网际互连
wangjihulianxieyi 网际互连协议
wangjixieyi 网际协议
wangjixieyidizhi 网际协议地址
wangjian 网件
wanglun 网论
wangluo 网络
wangluocaozuoxitong 网络操作系统
wangluoceng 网络层
wangluodaikuan 网络带宽
wangluodizhi 网络地址
wangluofenge 网络分割
wangluogongji 网络攻击
wangluoguanli 网络管理
wangluohulian 网络互连
wangluojisuanji 网络计算机
wangluojiekou 网络接口
wangluoluanyong 网络乱用
wangluopingtai 网络平台
wangluoruchong 网络蠕虫
wangluosheshi 网络设施
wangluoshijianxieyi 网络时间协议
wangluoshipeiqi 网络适配器
wangluotixijiegou 网络体系结构
wangluotongxin 网络通信
wangluotuopu 网络拓扑
wangluoxinwen 网络新闻
wangluoyingyong 网络应用
wangluoyongsai 网络拥塞
wangluoyuhui 网络迂回
wangmin 网民
wangqiao 网桥
wangshanglaoshou 网上老手
wangshangxinshou 网上新手
wangshe 网射
wangtonggou 网同构
wangtuopu 网拓扑
wangxitong 网系统
wangye 网页
wangyuyan 网语言
wangyuan 网元
wangyunsuan 网运算
wangzhankai 网展开
wangzhan 网站
wangzhanming 网站名
wangzhedie 网折叠
wangzhijisuan 网知计算
wangzhuangshujuku 网状数据库
wangzhuangwang 网状网
wangfuxundao 往复寻道
weixian 危险
weixie 威胁
weixiefenxi 威胁分析
weixiejiankong 威胁监控
weibianchengyuyan 微编程语言
weichengxu 微程序
weichengxukongzhi 微程序控制
weichengxusheji 微程序设计
weichuliqi 微处理器
weidaixian 微带线
weifenkongzhi 微分控制
weiji 微机
weijiegou 微结构
weililun 微理论
weiluoji 微逻辑
weima 微码
weimingling 微命令
weimokuai 微模块
weineihe 微内核
weineihecaozuoxitong 微内核操作系统
weirenwuhua 微任务化
weiruan 微软
weiruanchubanshe 微软出版社
weiruande 微软的
weixingjisuanji 微型计算机
weizhenduan 微诊断
weizhiling 微指令
weizhongduan 微中断
weizuzhuang 微组装
weibei 违背
weizhangzhe 违章者
weimiwengongji 惟密文攻击
weihu 维护
weihuchengxu 维护程序
weihufeiyong 维护费用
weihuguocheng 维护过程
weihujihua 维护计划
weihujieduan 维护阶段
weihumianban 维护面板
weihupingmu 维护屏幕
weihushijian 维护时间
weihuxianjing 维护陷阱
weihuyanqi 维护延期
weihuzhe 维护者
weinalvbo 维纳滤波
weiwangge 维网格
weiwuerwen 维吾尔文
weixiucelve 维修策略
weiweifensuanzi 伪微分算子
weixiang 伪像
weiyuyishu 伪语义树
weizao 伪造
weizaojiance 伪造检测
weizaojiancema 伪造检测码
weizaomazi 伪造码字
weizaosuanfa 伪造算法
weizhiling 伪指令
weibu 尾部
weidigui 尾递归
weidiguishanchu 尾递归删除
weidengluci 未登录词
weibiaoshi 位标识
weimaichongyongji 位脉冲拥挤
weimidu 位密度
weipianjisuanji 位片计算机
weipingmian 位平面
weiqudong 位驱动
weitijiao 位提交
weitu 位图
weiwuchalv 位误差率
weiyichuanganqi 位移传感器
weizhi 位置
weizhibianmaqi 位置编码器
weizhichuanganqi 位置传感器
weizhijianceqi 位置检测器
weizhitoumingxing 位置透明性
weizhiziwang 位置子网
wendaosi 瘟到死
wenben 文本
wenbenbianji 文本编辑
wenbencaijue 文本采掘
wenbenjiansuo 文本检索
wenbenku 文本库
wenbenshujuku 文本数据库
wenbenwajue 文本挖掘
wenbenxiaodui 文本校对
wendang 文档
wendangbianzhi 文档编制
wendangdengji 文档等级
wendangfanyi 文档翻译
wendangjibie 文档级别
wendangjiansuo 文档检索
wendangshujuku 文档数据库
wenfa 文法
wenjian 文件
wenjiananquan 文件安全
wenjianbaohu 文件保护
wenjianbeifen 文件备份
wenjianchuansong 文件传送
wenjianchuansongxieyi 文件传送协议
wenjianchuangjian 文件创建
wenjiancunchuqi 文件存储器
wenjiancunqu 文件存取
wenjiandaxiao 文件大小
wenjiandingyi 文件定义
wenjianfenduan 文件分段
wenjianfenpei 文件分配
wenjianfenpeibiao 文件分配表
wenjianfuwuqi 文件服务器
wenjiangongxiang 文件共享
wenjianguanli 文件管理
wenjianguiyue 文件规约
wenjianjiegou 文件结构
wenjianjubing 文件句柄
wenjiankongjian 文件空间
wenjiankongzhi 文件控制
wenjiankongzhikuai 文件控制块
wenjianming 文件名
wenjianmingkuozhan 文件名扩展
wenjianmulu 文件目录
wenjianshijian 文件事件
wenjianshuxing 文件属性
wenjiansuo 文件锁
wenjianweihu 文件维护
wenjianxitong 文件系统
