name=拼音
key=abcdefghijklmnopqrstuvwxyz
len=63
wildcard=?
pinyin=1
split='
hint=0
user=pinyin.usr
assist=mb/yong.txt 2
shiyongchengxuba 实用程序包
shiyonggongnen 实用功能
shiyongpingta 适用平台
shiyongruanjia 实用软件
shiyongxiq 实用析取
shiy 时域
shiyufanshey 时域反射仪
shizhe 失真
shizhixinxijish 是指信息技术
shizhon 时钟
shizhongbuji 时钟步进
shizhongfenpeiqudongq 时钟分配驱动器
shizhongjicunq 时钟寄存器
shizhongmaichon 时钟脉冲
shizhongmaichongfashengq 时钟脉冲发生器
shizhongpianch 时钟偏差
shizhongqudongq 时钟驱动器
shizhongxinha 时钟信号
shizhongzhouq 时钟周期
shizhu 视锥
shoubaohuziyua 受保护资源
shoub 首部
shouchijisuanj 手持计算机
shouchiyoubiaoq 手持游标器
shoudongchash 手动查杀
shoudongshur 手动输入
shoudongshurujia 手动输入键
shouduanmudefenx 手段目的分析
shouf 收发
shoufaq 收发器
shoufeiruanjia 收费软件
shougongcesh 手工测试
shouhengxin 守恒性
shouhuchengx 守护程序
shoujilajiduanxiaox 手机垃圾短消息
shoujishipinxiazaiwan 手机视频下载王
shoujixiaoe 手机小二
shoukehuj 瘦客户机
shoukonganqua 受控安全
shoukonganquanmosh 受控安全模式
shoukongbiaozhit 受控标识图
shoukongcunq 受控存取
shoukongduixian 受控对象
shoukongfangwe 受控访问
shoukongfangwenq 受控访问区
shoukongfangwenquy 受控访问区域
shoukongfangwenxiton 受控访问系统
shoukongkongjia 受控空间
shoukongpeiteliwan 受控佩特里网
shoukongshijia 受控事件
shoukongxiton 受控系统
shoukongzhuangzh 受控装置
shouqua 授权
shouquanbia 授权表
shouquanchengxushesh 授权程序设施
shouquanfangwe 授权访问
shouquanguochen 授权过程
shouquanyuanz 授权原则
shoush 首杀
shoushishibi 手势识别
shoushixiaox 手势消息
shoutidianna 手提电脑
shoutu 首推
shouwe 守卫
shouxizhixinggua 首席执行官
shouxianfangwe 受限访问
shouxianjinq 受限禁区
shouxianyuya 受限语言
shouxiehanz 手写汉字
shouxiehanzishur 手写汉字输入
shouxiet 手写体
shouxietihanzishibi 手写体汉字识别
shouxinjisuanjixitongpingcebiaozhu 受信计算机系统评测标准
shouyanxiton 手眼系统
shubia 鼠标
shubiaoshoush 鼠标手势
shubiaozhongjia 鼠标中键
shuch 输出
shuchuda 输出带
shuchuduanya 输出断言
shuchufanku 输出反馈
shuchufenzufanku 输出分组反馈
shuchujinchen 输出进程
shuchuli 输出流
shuchumaichon 输出脉冲
shuchumosh 输出模式
shuchushebe 输出设备
shuchutexin 输出特性
shuchutijia 输出提交
shuchuxiton 输出系统
shuchuxialadianz 输出下拉电阻
shuchuyila 输出依赖
shuchuyouxianj 输出优先级
shuchuzimubia 输出字母表
shuchuzukan 输出阻抗
shujiegoubianhuanyuf 树结构变换语法
shuj 数据
shujuanqua 数据安全
shujubangdin 数据绑定
shujuba 数据报
shujubaoch 数据保持
shujubaoguol 数据包过滤
shujubaoh 数据保护
shujubaohuf 数据保护法
shujubaoxiutin 数据包嗅听
shujubaoyanmeidaodanzh 数据包淹没捣蛋者
shujubeife 数据备份
shujubiaosh 数据表示
shujubingxingxin 数据并行性
shujucaij 数据采集
shujucaijixiton 数据采集系统
shujucaiju 数据采掘
shujucangk 数据仓库
shujucangkuhu 数据仓库化
shujucaozon 数据操纵
shujucaozongwan 数据操纵网
shujucaozongyuya 数据操纵语言
shujucesh 数据测试
shujuchacu 数据差错
shujuchongjia 数据重建
shujuchongt 数据冲突
shujuchongz 数据重组
shujuchouxian 数据抽象
shujuchul 数据处理
shujuchulixiton 数据处理系统
shujuchushijiagon 数据初始加工
shujuchuansh 数据传输
shujuchuanshuzhilin 数据传输指令
shujucuanga 数据篡改
shujucunq 数据存取
shujucunqulujin 数据存取路径
shujudianlutoumingxin 数据电路透明性
shujudianluzhongjieshebe 数据电路终接设备
shujudulixin 数据独立性
shujuduoyangxin 数据多样性
shujufangwe 数据访问
shujufangwenlujin 数据访问路径
shujufenb 数据分布
shujufeng 数据分割
shujufenx 数据分析
shujufenxixiton 数据分析系统
shujufengzhuan 数据封装
shujufula 数据腐烂
shujufuwudanyua 数据服务单元
shujufuzhuan 数据服装
shujugaosuhuancu 数据高速缓存
shujugaosutongda 数据高速通道
shujugesh 数据格式
shujugeshizhuanhua 数据格式转换
shujugongxian 数据共享
shujuguanl 数据管理
shujuguanlichengx 数据管理程序
shujuguanlire 数据管理人
shujuhexinx 数据和信息
shujuhuafe 数据划分
shujuhuanchongjicunq 数据缓冲寄存器
shujuhuanjin 数据环境
shujuhu 数据汇
shujuhuif 数据恢复
shujuhuoq 数据获取
shujuj 数据集
shujujicunq 数据寄存器
shujujish 数据集市
shujujizhongq 数据集中器
shujujiam 数据加密
shujujiamibiaozhu 数据加密标准
shujujiamifaz 数据加密法则
shujujiamimiya 数据加密密钥
shujujiamisuanf 数据加密算法
shujujiaohuanj 数据交换机
shujujiego 数据结构
shujujubuxin 数据局部性
shujujuh 数据聚合
shujukeyongxin 数据可用性
shujukongjia 数据空间
shujukongzhiyuya 数据控制语言
shujuk 数据库
shujukuanqua 数据库安全
shujukubaom 数据库保密
shujukuchonggo 数据库重构
shujukuchongz 数据库重组
shujukuchouxiangcen 数据库抽象层
shujukuguanl 数据库管理
shujukuguanlixiton 数据库管理系统
shujukuguanliyua 数据库管理员
shujukuhuanjin 数据库环境
shujukuj 数据库机
shujukujichen 数据库集成
shujukujianm 数据库键码
shujukulianji 数据库连接
shujukumiaosh 数据库描述
shujukumoxin 数据库模型
shujukuwanzhengxin 数据库完整性
shujukuxiton 数据库系统
shujukuzhishifaxia 数据库知识发现
shujuleixin 数据类型
shujulianl 数据链路
shujulianlucen 数据链路层
shujulianlukongzh 数据链路控制
shujuli 数据流
shujuliufenx 数据流分析
shujuliujisuanj 数据流计算机
shujuliut 数据流图
shujuliuyuya 数据流语言
shujulur 数据录入
shujumeit 数据媒体
shujumiya 数据密钥
shujumiaoshuyuya 数据描述语言
shujumoxin 数据模型
shujumul 数据目录
shujupianxi 数据偏斜
shujuqizh 数据欺诈
shujuqianmingjizh 数据签名机制
shujuqiany 数据迁移
shujuqieq 数据窃取
shujuqingx 数据清洗
shujuqudon 数据驱动
shujuqudonggongj 数据驱动攻击
shujuqudongxingfenx 数据驱动型分析
shujuquanbia 数据权标
shujuquere 数据确认
shujurongy 数据冗余
shujushouta 数据手套
shujushuxin 数据属性
shujushuziyinpincida 数据数字音频磁带
shujus 数据宿
shujusunhua 数据损坏
shujutongda 数据通道
shujutongl 数据通路
shujutongxi 数据通信
shujutongxinzhon 数据通信中
shujuwaju 数据挖掘
shujuwanzhengxin 数据完整性
shujuwanzhengxingbaoh 数据完整性保护
shujuwan 数据网
shujuwangbiaoshim 数据网标识码
shujuwangbiaozhim 数据网标识码
shujuxian 数据项
shujuxiangguanchongt 数据相关冲突
shujuxinha 数据信号
shujuyila 数据依赖
shujuyizhixin 数据一致性
shujuyinm 数据隐码
shujuyins 数据隐私
shujuyouxiaoxin 数据有效性
shujuyua 数据源
shujuzha 数据站
shujuzhe 数据帧
shujuzh 数据值
shujuzhongduanshebe 数据终端设备
shujuzhongxi 数据中心
shujuzidia 数据字典
shujuzongxia 数据总线
shujuzuzh 数据组织
shukongxiton 数控系统
shulixingxian 树立形象
shuliyuyanxu 数理语言学
shulianjiejiego 树连接结构
shulianjieyuf 树连接语法
shumabanquanguanl 数码版权管理
shumiany 书面语
shumianziranyuyanchul 书面自然语言处理
shumingyongh 署名用户
shumozhuanhua 数模转换
shumozhuanhuanq 数模转换器
shupa 竖排
shuqia 书签
shur 输入
shurucuowul 输入错误率
shuruda 输入带
shurud 输入度
shuruduanya 输入断言
shurufangshizhuanhuanjia 输入方式转换键
shurufuha 输入符号
shuruguim 输入规模
shurujinchen 输入进程
shuruli 输入流
shurumaichon 输入脉冲
shurumosh 输入模式
shurushebe 输入设备
shurushuch 输入输出
shurushuchuchuliq 输入输出处理器
shurushuchuduili 输入输出队列
shurushuchuguanl 输入输出管理
shurushuchujieko 输入输出接口
shurushuchushebe 输入输出设备
shurushuchushebeizhipa 输入输出设备指派
shurushuchushipeiq 输入输出适配器
shurusul 输入速率
shurutexin 输入特性
shuruwenbenleixin 输入文本类型
shuruyila 输入依赖
shuruyouxianj 输入优先级
shuruyouxiaoxinggongj 输入有效性攻击
shuruzhengquel 输入正确率
shuruzimubia 输入字母表
shuruzukan 输入阻抗
shuwan 树网
shuxian 竖向
shuxiefangxian 书写方向
shuxin 属性
shuxingbiba 属性闭包
shuxingjiego 树形结构
shuxingyuf 属性语法
shuxuefaxia 数学发现
shuxuegongsh 数学公式
shuxueguin 数学归纳
shuxuehansh 数学函数
shuxuexingtaixu 数学形态学
shuyasuojish 树压缩技术
shuy 术语
shuyuchouq 术语抽取
shuyuf 树语法
shuyukongjia 术语空间
shuzh 数制
shuzhijife 数值积分
shuzhijingd 数值精度
shuzhikon 输纸孔
shuzhiq 输纸器
shuzhishuj 数值数据
shuzhuangwan 树状网
shuz 数字 数组
shuzibaolu 数字包络
shuzibianm 数字编码
shuzichuanshutongl 数字传输通路
shuzicijil 数字磁记录
shuzidiqi 数字地球
shuzidianl 数字电路
shuzidua 数字段
shuziduixian 数字对象
shuzifangxingkongzh 数字仿形控制
shuzifuwudanyua 数字服务单元
shuziguangq 数字光驱
shuzihu 数字化
shuzihuay 数字化仪
shuzijisuanj 数字计算机
shuzijiankongxiton 数字键控系统
shuzikongzhijish 数字控制技术
shuzimon 数字模拟
shuzimonijisuanj 数字模拟计算机
shuzipeixianji 数字配线架
shuziqianmin 数字签名
shuziqianmingbiaozhu 数字签名标准
shuziqianmingsuanf 数字签名算法
shuziquzhen 数字取证
shuzish 数字式
shuzishipintejij 数字视频特技机
shuzishuch 数字输出
shuzishujuwan 数字数据网
shuzishur 数字输入
shuzishuiyi 数字水印
shuzishuiyinfenle 数字水印分类
shuzishuiyingongj 数字水印攻击
shuzishuiyintongyongmoxin 数字水印通用模型
shuzishuiyinyingyon 数字水印应用
shuzishuiyinzhuyaotexin 数字水印主要特性
shuzitushugua 数字图书馆
shuzituxian 数字图像
shuzituxiangchul 数字图像处理
shuziwangluotixijiego 数字网络体系结构
shuzixinfen 数字信封
shuzixinhaochuliq 数字信号处理器
shuzixinyongzhen 数字信用证
shuziyingdi 数字影碟
shuziyingdiebofangj 数字影碟播放机
shuziyingxian 数字影像
shuziyonghuxianl 数字用户线路
shuzizhaoxiangj 数字照相机
shuzizhengf 数字政府
shuzizhengsh 数字证书
shuzizif 数字字符
shuzizifuj 数字字符集
shuzuchuliq 数组处理器
shuzupaix 数组排序
shuaxi 刷新
shuaxincesh 刷新测试
shuaxindianl 刷新电路
shuaxinzhouq 刷新周期
shuaibianshixia 衰变失效
shuaijia 衰减
shuaijianshijia 衰减时间
shuailaoshixia 衰老失效
shuangbianbiheyonghuqu 双边闭合用户群
shuangbianwanglu 双边网络
shuangchongkongzh 双重控制
shuangchongkoulin 双重口令
shuangchongshujujiamibiaozhu 双重数据加密标准
shuangchuliq 双处理器
shuangdaitulingj 双带图灵机
shuangdaiyouqiongzidongj 双带有穷自动机
shuangdingweiwanggua 双定位网关
shuangduili 双队列
shuangfenbianm 双份编码
shuangfenzh 双分支
shuanggon 双工
shuanggongchuansh 双工传输
shuangh 双核
shuangj 双击
shuangjicunchuq 双极存储器
shuangjixieton 双机协同
shuangjiaoxia 双绞线
shuangjingd 双精度
shuanglankuandaijuyuwan 双缆宽带局域网
shuanglianjiezhandia 双连接站点
shuangliantongd 双连通度
shuangliantongfenzh 双连通分支
shuangliantongxin 双连通性
shuangliezhichafengzhuan 双列直插封装
shuangliezhichash 双列直插式
shuangliezhichashineicunzujia 双列直插式内存组件
shuanglum 双路码
shuangmianemojierudia 双面恶魔接入点
shuangmianyinzhiba 双面印制板
shuangmorongy 双模冗余
shuangmuchengxian 双目成像
shuangpi 双拼
shuangsanciqumia 双三次曲面
shuangsanciqumianpia 双三次曲面片
shuangsedia 双色调
shuangseqiubazh 双色球霸主
shuangshujusul 双数据速率
shuangsuzhuzhuj 双宿主主机
shuangtia 双跳
shuangweibianm 双位编码
shuangwenchufadianl 双稳触发电路
shuangxianxingneich 双线性内插
shuangxianxingqumia 双线性曲面
shuangxianxingxiton 双线性系统
shuangxiangchuansh 双向传输
shuangxiangdayi 双向打印
shuangxiangjiaotitongxi 双向交替通信
shuangxianglianbia 双向链表
shuangxiangsousu 双向搜索
shuangxiangtongshitongxi 双向同时通信
shuangxiangtongxi 双向通信
shuangxiangtuil 双向推理
shuangxiangwuqiongda 双向无穷带
shuangxiangxiatuizidongj 双向下推自动机
shuangxiangyouqiongzidongj 双向有穷自动机
shuangxiangzongxia 双向总线
shuangxiaosanya 双校三验
shuangyuduiq 双语对齐
shuangyujiqikeducidia 双语机器可读词典
shuangyusuanf 双鱼算法
shuangyuanxiaobobianhua 双元小波变换
shuangyuemimaxiton 双钥密码系统
shuangzhanj 双栈机
shuangzhanxiton 双栈系统
shuangzhengjiaoxiaobobianhua 双正交小波变换
shuangzhongrenzhen 双重认证
shuijin 水警
shuimi 水民
shuipingchul 水平处理
shuipingfenpia 水平分片
shuipingjuzhon 水平居中
shuiyi 水印
shunchua 顺串
shunshibianqia 瞬时变迁
shunshicuow 瞬时错误
shunshiguzhan 瞬时故障
shunshimaoxia 瞬时冒险
shunshimiaosh 瞬时描述
shuntaifenx 瞬态分析
shuntaiwuch 瞬态误差
shunxucaozu 顺序操作
shunxuchengxushej 顺序程序设计
shunxuchul 顺序处理
shunxucunch 顺序存储
shunxucunq 顺序存取
shunxudiaod 顺序调度
shunxudiaoduxiton 顺序调度系统
shunxudiaoyon 顺序调用
shunxufashen 顺序发生
shunxuha 顺序号
shunxujiadia 顺序加电
shunxujinchen 顺序进程
shunxujubuxin 顺序局部性
shunxukongzh 顺序控制
shunxupichul 顺序批处理
shunxusousu 顺序搜索
shunxusuoyi 顺序索引
shunxut 顺序图
shunxutuilij 顺序推理机
shunxuwenjia 顺序文件
shunxuyizhixingmoxin 顺序一致性模型
shunxuzhanzuoyekongzh 顺序栈作业控制
shuohuarenquere 说话人确认
shuohuarenshibi 说话人识别
shuomin 说明
shuomingf 说明符
shuomingxingyuya 说明性语言
shuomingyuyixu 说明语义学
sibianqia 死变迁
sibiaozh 死标识
sica 死踩
sichash 四叉树
sif 伺服
sifudianj 伺服电机
sifuq 伺服器
sigongj 死攻击
sikelundingl 斯科伦定理
simijinya 私密金钥
simianbianpingfengzhuan 四面扁平封装
siranb 似然比
siranfangchen 似然方程
sire 死人
sisu 死锁
sisuobimia 死锁避免
sisuohuif 死锁恢复
sisuojianc 死锁检测
sisuoxiaoch 死锁消除
sisuoyufan 死锁预防
sitanfudaxu 斯坦福大学
siweikexu 思维科学
sixiangshengchengxiton 思想生成系统
siya 死咬
siyon 私用
siyougaosuhuancu 私有高速缓存
siyouxinx 私有信息
siyuanz 四元组
siyu 私钥
sizhentuil 似真推理
sizhenxingpaix 似真性排序
songaiyua 宋爱元 宋爱元
songchanqua 送产权
songchif 松弛法
songchisuanf 松弛算法
songsanouhexiton 松散耦合系统
songsanshijianyuesh 松散时间约束
songsanyizhixin 松散一致性
songt 宋体
sougo 搜狗
sougoupinyi 搜狗拼音
sougoupinyinshuruf 搜狗拼音输入法
sougoushoujishuruf 搜狗手机输入法
sougouwub 搜狗五笔
sougouyinyueh 搜狗音乐盒
sousu 搜索
sousuobia 搜索表
sousuoboyish 搜索博弈树
sousuocelu 搜索策略
sousuoguiz 搜索规则
sousuoj 搜索机
sousuokongjia 搜索空间
sousuoqiuji 搜索求解
sousuosh 搜索树
sousuosuanf 搜索算法
sousuot 搜索图
sousuozhouq 搜索周期
souxuncany 搜寻残余
souxunshijia 搜寻时间
suduchuanganq 速度传感器
sul 速率
sulvkongzh 速率控制
sulvzishiyin 速率自适应
suzhuxiton 宿主系统
suanf 算法
suanfaanquanxin 算法安全性
suanfabaom 算法保密
suanfafenx 算法分析
suanfagaish 算法概述
suanfajiamiguochen 算法加密过程
suanfajiemiguochen 算法解密过程
suanfale 算法类
suanfamiaosh 算法描述
suanfashuxuejich 算法数学基础
suanfayuya 算法语言
suanfazhengquexin 算法正确性
suanshuluojibujia 算术逻辑部件
suanshuluojidanyua 算术逻辑单元
suanshupingju 算术平均
suanshupingjuncesh 算术平均测试
suanshushangy 算术上溢
suanshuxiay 算术下溢
suanshuyiwe 算术移位
suanshuyunsua 算术运算
suanshuyunsuanluoj 算术运算逻辑
suida 隧道
suidaoerjigua 隧道二极管
suidongkongzh 随动控制
suijibianhu 随机变化
suijicesh 随机测试
suijiceshichanshen 随机测试产生
suijichacu 随机差错
suijichazha 随机查找
suijichul 随机处理
suijicunchuq 随机存储器
suijicunq 随机存取
suijicunqujiq 随机存取机器
suijicunquneicu 随机存取内存
suijidiaod 随机调度
suijiduolufangwe 随机多路访问
suijifangwenkongzh 随机访问控制
suijigaojipeiteliwan 随机高级佩特里网
suijiguzhan 随机故障
suijiguiyu 随机归约
suijikaigua 随机开关
suijikongzhixiton 随机控制系统
suijipeiteliwan 随机佩特里网
suijisaomia 随机扫描
suijishixia 随机失效
suijish 随机数
suijishushengchengchengx 随机数生成程序
suijishushengchengq 随机数生成器
suijishuxuli 随机数序列
suijiwenjia 随机文件
suijiyetihua 随机页替换
suijizaoshen 随机噪声
suijiziguiyu 随机自归约
suipia 碎片
suipianjiaocuogongj 碎片交错攻击
suipianpianyilian 碎片偏移量
suishenjisua 随身计算
suiyichaxu 随意查询
suiyuelianmen 岁月联盟
sunhua 损坏
sunsh 损失
suob 锁步
suobucaozu 锁步操作
suocunq 锁存器
suodin 锁定
suodinggongjula 锁定工具栏
suofangbil 缩放比例
suoguiji 锁归结
suojianjisuod 所见即所得
suoji 缩进
suoweijiaojua 缩微胶卷
suoweijiaopia 缩微胶片
suoweipingpia 缩微平片
suoxiangrongxin 锁相容性
suoxia 缩小
suoxi 缩写
suoxiechouq 缩写抽取
suoyany 锁演绎
suoyi 索引
suoyinbiaozh 索引标志
suoyinfuwuq 索引服务器
suoyinkon 索引孔
